"Rows from: ilder_raw_rows","id","finn_url","finn_code","company_id","company_name_raw","job_title","description","application_url","location","employment_type","publication_date","expiration_date_raw","company_logo_url","scraped_at","status","created_at"
,,"https://www.finn.no/job/ad/440055665","440055665",,"BKK","Trainee digital utvikling","The job posting for a Trainee digital utvikling at BKK highlights active digital development initiatives including system development, integrations, automation, data analysis, and use of modern technologies like Azure and Python, indicating a need for external digitalization and system development support.","https://www.finn.no/job/ad/440055665","Solheimsgaten 5, 5058 Bergen",,,,,"2025-12-04 10:05:58.469+00",,
,,"https://www.finn.no/job/ad/439890463","439890463",,"Lånekassen","Senior UX-designer","The job posting for Senior UX-designer at Lånekassen involves developing and managing user interfaces in digital solutions, which indicates active work in improving digital systems and services, signaling a potential need for external software development or digitalization support.","https://www.finn.no/job/ad/439890463","Fyrstikkalléen 1, 0661 Oslo",,,,,"2025-12-03 08:13:38.14+00",,
,,"https://www.finn.no/job/ad/439423585","439423585",,"TidalX Norway AS","Customer Success Analyst","The role involves working closely with engineering and product teams to support continuous improvement of TidalX’s technology and analytics stack in aquaculture, indicating a need for digitalization and system development expertise.","https://www.finn.no/job/ad/439423585","5006 Bergen",,,,,"2025-12-01 14:45:06.668+00",,
,,"https://www.finn.no/job/ad/439435028","439435028",,"PwC Norge","Data Engineer","Despite PwC being a consulting firm (which normally would be excluded), this role explicitly involves designing and developing scalable data engineering solutions and platforms, indicating a need for advanced software and digitalization expertise potentially requiring external development support.","https://www.finn.no/job/ad/439435028","Dronning Eufemias gate 71, 0194 Oslo",,,,,"2025-12-01 14:45:05.847+00",,
,,"https://www.finn.no/job/ad/439859487","439859487",,"Nordlandssykehuset","Avdelingsingeniør","The role involves service, maintenance, and management of electronic and medical-technical equipment including associated system solutions, with collaboration in projects and IKT service providers, indicating involvement in technical system work and potential digitalization efforts.","https://www.finn.no/job/ad/439859487","Parkveien 95, 8005 Bodø",,,,,"2025-12-01 14:45:06.033+00",,
,,"https://www.finn.no/job/ad/439858298","439858298",,"Xledger Labs AS","Product Specialist, bank og betaling","The role involves ensuring quality and compliance in bank and payment solutions through test automation and close collaboration with development and DevOps teams, indicating involvement in software quality improvement and product development.","https://www.finn.no/job/ad/439858298","Østensjøveien 32, 0667 Oslo",,,,,"2025-12-01 14:45:07.345+00",,
,,"https://www.finn.no/job/ad/440063236","440063236",,"Chemring Nobel","HMS-Ingeniør","The job posting highlights involvement in the development and improvement of HMS systems and supporting digital systems like Landax and EcoOnline, indicating the company undertakes digital modernization and system enhancement relevant to Ilder's services.","https://www.finn.no/job/ad/440063236","3475 Sætre",,,,,"2025-12-04 10:07:25.52+00",,
,,"https://www.finn.no/job/ad/439366454","439366454",,"SUNNHORDLAND MEK VERKSTED AS","Elektriker/Automatiker","The job involves installation and service of electro- and automation equipment, including work with PLCs (PLS), indicating involvement with industrial automation technology systems.","https://www.finn.no/job/ad/439366454","Postboks 123, 5594 Skånevik",,,,,"2025-12-01 14:45:06.22+00",,
,,"https://www.finn.no/job/ad/440041352","440041352",,"Revac AS","Økonomiansvarlig","The job posting emphasizes active contribution to digital development and process improvement within financial functions, indicating a need for digitalization and process automation initiatives.","https://www.finn.no/job/ad/440041352","Haukeveien 11, 3174 Revetal",,,,,"2025-12-04 10:05:05.918+00",,
,,"https://www.finn.no/job/ad/440028840","440028840",,"KDA - Missiles & Space","Masterdata Controller","The Masterdata Controller role involves improving and maintaining ERP systems, participating in digitalization and system integration projects, indicating a clear need for digitalization and system improvement expertise.","https://www.finn.no/job/ad/440028840","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-03 08:18:34.987+00",,
,,"https://www.finn.no/job/ad/439342498","439342498",,"Sport Outlet","CTO","The CTO role involves leading software development, system architecture, integrations, and digitalization initiatives in retail technology, logistics, and e-commerce, indicating a clear need for external software development or digitalization services.","https://www.finn.no/job/ad/439342498","Ulvenvegen 344, Hagavik, Norway, 5217 Hagavik",,,,,"2025-12-01 14:45:06.411+00",,
,,"https://www.finn.no/job/ad/439851039","439851039",,"Nordic Semiconductor","Full-Stack Developer","The job posting for a Full-Stack Developer at Nordic Semiconductor involves designing and developing custom software tools and applications, including automation software and advanced tools to enhance electronic design automation (EDA) flows, indicating relevant technical system-building work.","https://www.finn.no/job/ad/439851039","Otto Nielsens veg 12, 7052 Trondheim",,,,,"2025-12-01 14:03:43.655+00",,
,,"https://www.finn.no/job/ad/439869190","439869190",,"Norconsult","Digital transformasjonsleder - Bygg eller Samferdsel","The role focuses on leading digital transformation initiatives, scaling digital ambitions, and implementing BIM and VDC technologies in complex construction projects, indicating a clear need for software and digitalization expertise.","https://www.finn.no/job/ad/439869190","Vestfjordgaten 4, 1338 Sandvika",,,,,"2025-12-03 08:14:26.647+00",,
,,"https://www.finn.no/job/ad/440085415","440085415",,"KDA - Missiles & Space","Prosjektingeniør","The job posting indicates a need for product development and integration in a high-tech defense environment with software, AI, and system disciplines, showing potential for digital system development and modernization.","https://www.finn.no/job/ad/440085415","Tykkemyr 1, 1597 Moss",,,,,"2025-12-04 10:06:33.013+00",,
,,"https://www.finn.no/job/ad/439873309","439873309",,"Norconsult","Produkteier Autodesk Construction Cloud og Trimble Connect","The role as a product owner for Autodesk Construction Cloud and Trimble Connect involves developing, maintaining, and strategically advancing digital platforms (CDE) used for project execution, indicating a clear digitalization and system development focus relevant for external software services.","https://www.finn.no/job/ad/439873309","Vestfjordgaten 4, 1338 Sandvika",,,,,"2025-12-03 08:13:10.197+00",,
,,"https://www.finn.no/job/ad/440012030","440012030",,"Würth Norge","Masterdataspesialist","The role involves responsibility for product data quality, working with ERP and PIM systems, and improving digital tools and processes, indicating a focus on system improvement and digitalization.","https://www.finn.no/job/ad/440012030","Würth Gjelleråsen, Morteveien, Hagan, Norge, 1481 Hagan",,,,,"2025-12-03 08:14:54.076+00",,
,,"https://www.finn.no/job/ad/439365551","439365551",,"S-Nett er en del av Svorka-konsernet. S-Nett er det lokale nettselskapet som drifter og utvikler strømnettet i Surnadal, Rindal og tidligere Halsa (nå del av Heim kommune). S-Nett er en viktig samfunnsaktør som sørger for at over 10 000 innbyggere og næringsliv får stabil og trygg strømleveranse – nå og i fremtiden.","Avdelingsleder montasje","The job involves driving increased use of digital tools and data systems to improve planning, control, and quality in managing the electrical grid, indicating a need for technology development and digitalization support.","https://www.finn.no/job/ad/439365551","6650 Surnadal",,,,,"2025-12-01 14:45:06.857+00",,
,,"https://www.finn.no/job/ad/438766184","438766184",,"Poly Har AS","Automatiker","The job focuses on maintenance and troubleshooting of PLC controls and automation systems in an industrial setting, indicating relevant automation and system work where external digitalization support could be needed.","https://www.finn.no/job/ad/438766184","Vartdalstranda 1072, 6170 Vartdal",,,,,"2025-12-06 10:05:06.544+00",,
,,"https://www.finn.no/job/ad/440070872","440070872",,"NOV","Workshop Technician","The role centers on firmware/software configuration, maintenance, and upgrades of network hardware within a large multinational energy technology company, indicating a need for digital system improvement support.","https://www.finn.no/job/ad/440070872","4056 Tananger",,,,,"2025-12-04 10:06:59.681+00",,
,,"https://www.finn.no/job/ad/439901665","439901665",,"GE HEALTHCARE AS","Sikkerhetssjef / Industrivernleder","The role involves responsibility for cybersecurity initiatives and security systems operation at a highly automated industrial facility, indicating a need for digital security expertise relevant to external software development support.","https://www.finn.no/job/ad/439901665","Lindesnesveien 208, 4521 Lindesnes",,,,,"2025-12-03 08:13:12.306+00",,
,,"https://www.finn.no/job/ad/433375580","433375580",,"CONTROL SOLUTIONS AS","Control System Engineer","The posting details ongoing SCADA system development, PLC programming, and system integration projects across multiple industries, indicating clear and active digitalization, automation, and system-building work.","https://www.finn.no/job/ad/433375580","Lyngholmvegen 490, 6057 Ellingsøy",,,,,"2025-12-13 10:04:45.955+00",,
,,"https://www.finn.no/job/ad/439881430","439881430",,"OneCo Technoloiges","Teknisk Prosjektleder","The job posting for a Teknisk Prosjektleder involves technical leadership in automation projects with explicit references to PLS, HMI, SCADA systems, and system optimization, indicating a strong link to industrial digitalization and automation technology development.","https://www.finn.no/job/ad/439881430","Forusbeen 210, Stavanger, Norway, 4313 Sandnes",,,,,"2025-12-03 08:12:49.626+00",,
,,"https://www.finn.no/job/ad/439868648","439868648",,"Piano Software Norway","Software Engineer (Java/Kotlin)","The job posting indicates active development and maintenance of enterprise-grade SaaS backend services, infrastructure improvements, automation, and use of cloud platforms, demonstrating a clear need for system development and modernization.","https://www.finn.no/job/ad/439868648","Drammensveien 165, 0277 Oslo",,,,,"2025-12-04 10:04:30.652+00",,
,,"https://www.finn.no/job/ad/439899648","439899648",,"Etterretningstjenesten","Talentprogram Cyberoperasjoner","The job posting focuses on offensive cyber operations and technical analysis of digital threats, indicating advanced technical work in cybersecurity which involves developing and applying digital techniques and systems.","https://www.finn.no/job/ad/439899648","Lutvannsveien 60, 0676 Oslo",,,,,"2025-12-03 08:14:48.108+00",,
,,"https://www.finn.no/job/ad/439875466","439875466",,"Kongsberg Defence & Aerospace - Defence Systems - Land Systems","Manufacturing Engineering - Project Engineers","The role involves developing and maintaining test equipment and software such as LabView/TestStand programming in a high-tech industrial production environment, indicating opportunities for external software development support.","https://www.finn.no/job/ad/439875466","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-03 08:13:44.458+00",,
,,"https://www.finn.no/job/ad/440075421","440075421",,"ABB AS","Sales Support Specialist - Drives","The job focuses on technical support and collaboration around products involving automation systems in ABB, a large industrial company, indicating potential need for digital system improvements and integration support.","https://www.finn.no/job/ad/440075421","Kokstadvegen 23B, 5257 Kokstad",,,,,"2025-12-04 10:05:58.475+00",,
,,"https://www.finn.no/job/ad/439423824","439423824",,"MALTHE WINJE AUTOMASJON AS","Prosjektingeniør Elektro VA (Moss, Kolbotn)","The job posting highlights involvement in designing and delivering advanced automation and cloud-based digital solutions for critical infrastructure, indicating a clear need for external software development and digitalization expertise.","https://www.finn.no/job/ad/439423824","Haukeliveien 48, 1411 Kolbotn",,,,,"2025-12-01 14:45:06.003+00",,
,,"https://www.finn.no/job/ad/439419780","439419780",,"Kongsberg Defence & Aerospace - Defence Systems - Advanced Solutions","Softwareutvikler","The job posting is for a software developer role at Kongsberg Defence & Aerospace involving software development for advanced defense systems, including software design, architecture, testing, integration, and use of modern container and DevOps technologies, indicating a clear need for technical system-building expertise.","https://www.finn.no/job/ad/439419780","Kirkegårdsveien 45, 3616 Kongsberg",,,,,"2025-12-01 14:45:05.802+00",,
,,"https://www.finn.no/job/ad/439380980","439380980",,"Norautron AS","Senior Applikasjonsforvalter ERP","The job posting describes active involvement in digitalization initiatives including upgrading to IFS Cloud, implementation projects, and continuous process improvements in ERP systems, indicating a clear need for software development and digitalization expertise.","https://www.finn.no/job/ad/439380980","Nedre vei 8, Bygg 25 (HIP), 3183 Horten",,,,,"2025-12-01 14:45:07.716+00",,
,,"https://www.finn.no/job/ad/439427905","439427905",,"Frivind AS","Full-Stack Utvikler – Frivind AS (Sogndal)","The job posting describes a full-stack developer role at Frivind AS involving system development across frontend, backend, API, data streams, integrations, and operational system maintenance, indicating active digital system building and improvement.","https://www.finn.no/job/ad/439427905","Årøyvegen 7, 6856 Sogndal",,,,,"2025-12-04 10:05:34.167+00",,
,,"https://www.finn.no/job/ad/439264357","439264357",,"Nav","Løsningsarkitekt","The job posting for a 'Løsningsarkitekt' at Nav clearly involves developing, integrating, and modernizing complex IT systems and SaaS solutions, indicating a realistic commercial signal for external software development or digitalization services.","https://www.finn.no/job/ad/439264357","Fyrstikkalléen 1, 0661 Oslo",,,,,"2025-12-01 14:45:06.4+00",,
